湖畔天下(商业类) ,4室2厅,177平米,南 北,精装,高楼层(共22层),嘉定,590,"33,334元/平"
合景峰汇(嘉定) ,2室1厅,42.86平米,北,精装,19层,嘉定,95,"22,166元/平"
合景理想家 ,1室1厅,49.86平米,北,精装,高楼层(共9层),嘉定,104.5,"20,959元/平"
合景理想家 ,1室1厅,51.17平米,北,精装,中楼层(共9层),嘉定,100,"19,543元/平"
日月光伯爵公馆 ,1室0厅,47.26平米,东,精装,中楼层(共27层),嘉定,84,"17,775元/平"
合景理想家 ,2室1厅,72.46平米,南,简装,低楼层(共9层),嘉定,145,"20,012元/平"
新城香溢澜庭 ,2室1厅,45.86平米,南,精装,高楼层(共12层),嘉定,118,"25,731元/平"
光明D9空间 ,1室2厅,44.11平米,南,精装,高楼层(共19层),嘉定,130,"29,472元/平"
合景峰汇(嘉定) ,2室1厅,42.89平米,西,精装,16层,嘉定,95,"22,150元/平"
新城金郡（商住） ,2室1厅,41.8平米,北,精装,高楼层(共22层),嘉定,110,"26,316元/平"
新城金郡（商住） ,1室1厅,39.74平米,北,精装,中楼层(共21层),嘉定,105,"26,422元/平"
嘉隆国际广场 ,2室1厅,50.91平米,南,简装,高楼层(共18层),嘉定,86,"16,893元/平"
保利梧桐语(商业类) ,2室1厅,63平米,南,精装,中楼层(共13层),嘉定,108,"17,143元/平"
光明D9空间 ,2室2厅,56.86平米,南,精装,低楼层(共13层),嘉定,180,"31,657元/平"
万立城(商业类) ,2室1厅,41.95平米,南,精装,中楼层(共19层),嘉定,97,"23,123元/平"
底特律财富天地 ,2室1厅,62.86平米,南,简装,中楼层(共24层),嘉定,130,"20,681元/平"
晶鼎大厦 ,2室2厅,51.91平米,南 西,简装,低楼层(共17层),嘉定,125,"24,081元/平"
新城金郡（商住） ,2室1厅,39平米,北,精装,高楼层(共21层),嘉定,95,"24,359元/平"
中茂世纪财富广场 ,2室2厅,49.41平米,南,精装,中楼层(共17层),嘉定,83,"16,799元/平"
合景理想家 ,2室1厅,57.14平米,西南,精装,低楼层(共9层),嘉定,115,"20,127元/平"
新城尚上城（商住） ,2室1厅,42.81平米,北,简装,高楼层(共13层),嘉定,84,"19,622元/平"
永和生活广场 ,1室1厅,56.48平米,北,简装,高楼层(共11层),嘉定,100,"17,706元/平"
日月光伯爵公馆 ,1室0厅,55.27平米,南,简装,中楼层(共27层),嘉定,108,"19,541元/平"
光明D9空间 ,4室1厅,57.24平米,南,精装,高楼层(共18层),嘉定,220,"38,435元/平"
中环财富杰座 ,1室1厅,76.4平米,南,简装,中楼层(共24层),嘉定,225,"29,451元/平"
嘉隆国际广场 ,2室1厅,47.73平米,南,精装,高楼层(共18层),嘉定,83,"17,390元/平"
魔方社区 ,2室1厅,38.72平米,北,精装,中楼层(共11层),嘉定,85,"21,953元/平"
江桥万达广场(嘉定) ,1室1厅,51.31平米,南,精装,高楼层(共9层),嘉定,210,"40,928元/平"
尚都国际酒店公寓 ,1室1厅,54平米,东南,简装,中楼层(共15层),嘉定,68,"12,593元/平"
合景峰汇(嘉定) ,2室2厅,42.69平米,北,精装,19层,嘉定,96,"22,488元/平"
上影广场 ,2室1厅,58.13平米,南,精装,中楼层(共13层),嘉定,125,"21,504元/平"
江桥三村七街坊 ,2室1厅,70.49平米,南 北,精装,高楼层(共6层),嘉定,315,"44,688元/平"
铂悦818 ,2室1厅,55.02平米,北,精装,中楼层(共13层),嘉定,84,"15,268元/平"
创融嘉天地(商业类) ,2室1厅,40.41平米,东,精装,17层,嘉定,118,"29,201元/平"
合景理想家 ,1室1厅,49.93平米,南,精装,中楼层(共9层),嘉定,95,"19,027元/平"
魔方社区 ,2室2厅,41.73平米,北,精装,高楼层(共11层),嘉定,86,"20,609元/平"
绿地卡米公社 ,2室2厅,56.56平米,南,精装,中楼层(共16层),嘉定,150,"26,521元/平"
西上海御庭 ,2室2厅,92.58平米,南,简装,低楼层(共18层),嘉定,294,"31,757元/平"
绿地卡米公社 ,1室1厅,26.27平米,西 北,精装,中楼层(共16层),嘉定,95,"36,163元/平"
金鹤新城双佳翠庭 ,2室2厅,79.73平米,南 北,精装,中楼层(共11层),嘉定,415,"52,051元/平"
日月光伯爵公馆 ,1室1厅,48.34平米,东北,精装,高楼层(共27层),嘉定,86,"17,791元/平"
绿地卡米公社 ,3室1厅,83.71平米,南,精装,高楼层(共16层),嘉定,260,"31,060元/平"
合景峰汇(嘉定) ,2室1厅,51.22平米,南,毛坯,20层,嘉定,114,"22,257元/平"
中茂世纪财富广场 ,2室1厅,51.77平米,南,简装,高楼层(共17层),嘉定,74,"14,294元/平"
魔方社区 ,2室1厅,56.1平米,南,精装,中楼层(共10层),嘉定,120,"21,391元/平"
合景理想家 ,1室1厅,50平米,南,简装,高楼层(共9层),嘉定,100,"20,000元/平"
嘉隆国际广场 ,2室2厅,49.19平米,南,精装,中楼层(共18层),嘉定,75,"15,248元/平"
骏丰玲珑坊 ,2室2厅,50.68平米,南 北,精装,6层,嘉定,205,"40,450元/平"
新城金郡（商住） ,1室1厅,38.06平米,北,精装,高楼层(共21层),嘉定,100,"26,275元/平"
新城金郡（商住） ,2室1厅,44.29平米,北,精装,高楼层(共17层),嘉定,91,"20,547元/平"
魔方社区 ,2室2厅,54.82平米,南,精装,高楼层(共11层),嘉定,108,"19,701元/平"
新城金郡（商住） ,2室2厅,57.87平米,南,精装,高楼层(共17层),嘉定,115,"19,873元/平"
合景理想家 ,1室1厅,43.04平米,南,精装,中楼层(共9层),嘉定,85,"19,750元/平"
新城金郡（商住） ,2室1厅,44.29平米,北,精装,高楼层(共17层),嘉定,91,"20,547元/平"
金鹤新城城杰苑 ,3室1厅,96.82平米,南 西 北,简装,高楼层(共10层),嘉定,477,"49,267元/平"
嘉隆国际广场 ,2室2厅,49.19平米,南,精装,中楼层(共18层),嘉定,75,"15,248元/平"
合景理想家 ,1室1厅,50平米,南,简装,高楼层(共9层),嘉定,100,"20,000元/平"
丰庄十四街坊 ,2室1厅,73.75平米,南,精装,低楼层(共6层),嘉定,420,"56,950元/平"
西上海御庭 ,4室2厅,126平米,南 北,精装,中楼层(共24层),嘉定,415,"32,937元/平"
新城金郡（商住） ,2室2厅,56.07平米,南,精装,低楼层(共22层),嘉定,115,"20,511元/平"
魔方社区 ,2室2厅,59.06平米,南,精装,中楼层(共11层),嘉定,137,"23,197元/平"
世盟壹天地 ,1室1厅,36平米,南 西,精装,中楼层(共14层),嘉定,100,"27,778元/平"
旭辉华庭 ,1室1厅,28.32平米,西,简装,中楼层(共10层),嘉定,62,"21,893元/平"
嘉善坊 ,2室1厅,61平米,南,简装,中楼层(共6层),嘉定,340,"55,738元/平"
V6时代新源商务楼 ,2室1厅,84.57平米,东南,精装,中楼层(共19层),嘉定,105,"12,416元/平"
底特律财富天地 ,1室1厅,49.71平米,西,精装,低楼层(共24层),嘉定,82,"16,496元/平"
MAX未来 ,2室1厅,55.91平米,东,简装,高楼层(共8层),嘉定,165,"29,512元/平"
嘉隆国际广场 ,2室1厅,55.28平米,西,精装,高楼层(共17层),嘉定,85,"15,377元/平"
尚都国际酒店公寓 ,1室1厅,54.6平米,暂无数据,其他,中楼层(共15层),嘉定,67,"12,272元/平"
MAX未来 ,1室1厅,39.41平米,东 北,其他,高楼层(共8层),嘉定,150,"38,062元/平"
MAX未来 ,1室1厅,39.41平米,东,其他,高楼层(共8层),嘉定,135,"34,256元/平"
通用国际 ,1室1厅,53.97平米,南,简装,低楼层(共6层),嘉定,100,"18,529元/平"
底特律财富天地 ,1室1厅,49.71平米,西,精装,高楼层(共24层),嘉定,100,"20,117元/平"
中环财富杰座 ,1室1厅,67.31平米,南,其他,低楼层(共22层),嘉定,200,"29,714元/平"
明日新苑 ,4室2厅,152.97平米,南 北,精装,高楼层(共7层),嘉定,795,"51,971元/平"
江桥万达广场(嘉定) ,1室0厅,117.14平米,南,精装,中楼层(共12层),嘉定,198,"16,903元/平"
外冈新苑 ,6室2厅,225.92平米,南 北,毛坯,高楼层(共6层),嘉定,345,"15,271元/平"
尚品 ,2室1厅,58.07平米,南,其他,中楼层(共19层),嘉定,145,"24,970元/平"
外冈景苑 ,2室2厅,84.04平米,南,毛坯,低楼层(共18层),嘉定,176,"20,943元/平"
新城金郡（商住） ,2室1厅,56.07平米,南,精装,高楼层(共22层),嘉定,120,"21,402元/平"
江桥三村七街坊 ,2室1厅,65.59平米,南 北,简装,低楼层(共6层),嘉定,305,"46,501元/平"
南苑九村 ,3室2厅,103.6平米,南 北,简装,高楼层(共6层),嘉定,290,"27,993元/平"
外冈景苑 ,2室2厅,84.04平米,南,毛坯,低楼层(共18层),嘉定,175,"20,824元/平"
尚品 ,2室1厅,58.07平米,南,其他,中楼层(共19层),嘉定,145,"24,970元/平"
新城金郡（商住） ,2室1厅,56.07平米,南,精装,高楼层(共22层),嘉定,120,"21,402元/平"
旭辉U天地(商业类) ,2室1厅,48.51平米,西南,其他,中楼层(共12层),嘉定,140,"28,861元/平"
绿地卡米公社 ,2室1厅,52.61平米,南,其他,中楼层(共16层),嘉定,150,"28,512元/平"
中环财富杰座 ,2室1厅,76平米,西,其他,中楼层(共22层),嘉定,210,"27,632元/平"
晶鼎大厦 ,2室1厅,50.55平米,北,精装,高楼层(共17层),嘉定,160,"31,652元/平"
光明D9空间 ,1室1厅,44.22平米,南,精装,高楼层(共19层),嘉定,115,"26,007元/平"
光明D9空间 ,1室1厅,47平米,南,毛坯,高楼层(共13层),嘉定,150,"31,915元/平"
上海庄园三期 ,4室2厅,246.57平米,南,毛坯,3层,嘉定,655,"26,565元/平"
创融嘉天地(商业类) ,2室1厅,50.38平米,南,其他,17层,嘉定,140,"27,789元/平"
中环财富杰座 ,1室1厅,52.39平米,南,简装,低楼层(共20层),嘉定,153,"29,205元/平"
底特律财富天地 ,2室1厅,60.38平米,东北,精装,中楼层(共24层),嘉定,150,"24,843元/平"
宝龙城市广场(嘉定) ,4室2厅,163.11平米,西南,精装,中楼层(共10层),嘉定,425,"26,057元/平"
丽景公寓 ,3室1厅,109.09平米,南,简装,高楼层(共6层),嘉定,295,"27,042元/平"
海伦堡爱ME城市 ,1室1厅,70.58平米,南,简装,高楼层(共31层),嘉定,130,"18,419元/平"
MAX未来 ,2室1厅,55.92平米,东 南,其他,高楼层(共8层),嘉定,180,"32,189元/平"
魔方社区 ,2室1厅,54.82平米,南,精装,中楼层(共11层),嘉定,120,"21,890元/平"
底特律财富天地 ,3室2厅,84.35平米,南,精装,中楼层(共24层),嘉定,100,"11,856元/平"
叶城三街坊 ,3室2厅,114.37平米,南 北,简装,高楼层(共6层),嘉定,340,"29,729元/平"
新城尚上城（商住） ,2室1厅,52.64平米,南,精装,高楼层(共13层),嘉定,97,"18,428元/平"
上影广场二期(商业类) ,2室2厅,57.45平米,南 北,其他,中楼层(共13层),嘉定,150,"26,110元/平"
尚都国际酒店公寓 ,2室1厅,51.12平米,暂无数据,精装,低楼层(共23层),嘉定,98,"19,171元/平"
光明D9空间 ,2室2厅,64.04平米,南,精装,中楼层(共19层),嘉定,165,"25,766元/平"
中环财富杰座 ,1室1厅,53.59平米,南,其他,低楼层(共20层),嘉定,200,"37,321元/平"
三皇桥小区 ,2室1厅,55.15平米,南,精装,高楼层(共7层),嘉定,160,"29,012元/平"
MAX未来 ,1室1厅,49.45平米,北,其他,高楼层(共9层),嘉定,108,"21,841元/平"
协通公寓 ,3室2厅,144.58平米,南,精装,中楼层(共7层),嘉定,395,"27,321元/平"
好世皇马苑 ,2室2厅,82.43平米,南,精装,高楼层(共24层),嘉定,480,"58,232元/平"
金沙江路2890弄1-7号 ,2室1厅,73.65平米,北,精装,高楼层(共20层),嘉定,248,"33,673元/平"
金沙江路2890弄1-7号 ,2室1厅,73.16平米,北,精装,高楼层(共20层),嘉定,248,"33,899元/平"
紫荆四村 ,2室1厅,71.02平米,南,简装,高楼层(共6层),嘉定,218,"30,696元/平"
V6时代新源商务楼 ,1室1厅,54.95平米,北,简装,中楼层(共19层),嘉定,65,"11,829元/平"
三皇桥小区 ,3室2厅,119.24平米,南,简装,高楼层(共7层),嘉定,278,"23,315元/平"
中茂世纪财富广场 ,1室1厅,38.88平米,南,精装,中楼层(共17层),嘉定,66,"16,976元/平"
首创旭辉城 ,2室1厅,74平米,南,精装,中楼层(共21层),嘉定,239,"32,298元/平"
中茂世纪财富广场 ,2室1厅,43.17平米,东,其他,高楼层(共17层),嘉定,72,"16,679元/平"
外冈新苑 ,5室2厅,187.11平米,南,毛坯,高楼层(共6层),嘉定,295,"15,767元/平"
锦华茗园 ,2室2厅,111.39平米,南 北,毛坯,中楼层(共17层),嘉定,600,"53,865元/平"
嘉城雅颂湾 ,2室1厅,88.28平米,南,简装,中楼层(共6层),嘉定,459,"51,994元/平"
新城尚上城（商住） ,2室1厅,54平米,南,精装,高楼层(共13层),嘉定,105,"19,445元/平"
V格时代广场 ,1室1厅,55.34平米,南,毛坯,中楼层(共17层),嘉定,200,"36,141元/平"
中童巴比尼 ,1室1厅,75平米,南,毛坯,高楼层(共21层),嘉定,190,"25,334元/平"
合景理想家 ,1室1厅,57.14平米,西,精装,低楼层(共9层),嘉定,105,"18,376元/平"
新城公馆 ,1室1厅,59.6平米,南,精装,低楼层(共13层),嘉定,160,"26,846元/平"
江桥万达广场(嘉定) ,1室1厅,41.61平米,东,简装,高楼层(共9层),嘉定,145,"34,848元/平"
湖畔天下(商业类) ,4室2厅,176.21平米,南 北,精装,中楼层(共22层),嘉定,550,"31,213元/平"
中环财富杰座 ,1室1厅,53平米,南,其他,中楼层(共24层),嘉定,160,"30,189元/平"
外冈景苑 ,2室1厅,81.91平米,南,简装,低楼层(共18层),嘉定,165,"20,145元/平"
嘉隆国际广场 ,2室2厅,66平米,北,精装,低楼层(共18层),嘉定,105,"15,910元/平"
日月光伯爵公馆 ,1室1厅,47.26平米,东,简装,中楼层(共27层),嘉定,90,"19,044元/平"
外冈景苑 ,2室1厅,81.91平米,南 北,简装,低楼层(共18层),嘉定,170,"20,755元/平"
底特律财富天地 ,2室1厅,49.71平米,西,简装,高楼层(共24层),嘉定,85,"17,100元/平"
新城金郡（商住） ,2室2厅,110.76平米,北,精装,高楼层(共17层),嘉定,190,"17,155元/平"
柳梁路55弄 ,1室1厅,53.25平米,南,精装,低楼层(共18层),嘉定,80,"15,024元/平"
魔方社区 ,2室1厅,38.72平米,北,简装,高楼层(共11层),嘉定,93,"24,019元/平"
中童巴比尼 ,1室1厅,86.44平米,西,毛坯,高楼层(共21层),嘉定,230,"26,609元/平"
MAX未来 ,2室1厅,44平米,东 南,简装,高楼层(共8层),嘉定,180,"40,910元/平"
MAX未来 ,2室2厅,70平米,南,简装,中楼层(共8层),嘉定,235,"33,572元/平"
金鹤新城双佳翠庭 ,2室2厅,79.89平米,南,简装,中楼层(共11层),嘉定,425,"53,199元/平"
海伦堡爱ME城市 ,1室2厅,70平米,南,精装,低楼层(共31层),嘉定,110,"15,715元/平"
新城公馆 ,2室1厅,59.53平米,南,精装,高楼层(共13层),嘉定,190,"31,917元/平"
中环财富杰座 ,1室1厅,44.9平米,东,简装,低楼层(共20层),嘉定,128,"28,508元/平"
利金国际 ,1室1厅,47.58平米,南,精装,高楼层(共26层),嘉定,130,"27,323元/平"
新城金郡（商住） ,2室1厅,64.47平米,南,简装,低楼层(共18层),嘉定,125,"19,389元/平"
合景峰汇(嘉定) ,2室1厅,55.57平米,南,精装,20层,嘉定,125,"22,495元/平"
嘉利坊 ,2室1厅,61.39平米,南,精装,高楼层(共6层),嘉定,338,"55,058元/平"
底特律财富天地 ,2室2厅,72.89平米,北,精装,中楼层(共24层),嘉定,120,"16,464元/平"
红土天阶 ,2室1厅,42平米,北,精装,中楼层(共17层),嘉定,95,"22,620元/平"
合景峰汇(嘉定) ,2室2厅,51.22平米,南,精装,20层,嘉定,115,"22,453元/平"
江桥万达广场(嘉定) ,1室1厅,56平米,南,精装,高楼层(共12层),嘉定,160,"28,572元/平"
合景峰汇(嘉定) ,2室1厅,47.54平米,北,简装,20层,嘉定,94,"19,773元/平"
上影广场 ,2室2厅,54平米,北,精装,中楼层(共13层),嘉定,125,"23,149元/平"
底特律财富天地 ,2室1厅,49.71平米,东,精装,中楼层(共24层),嘉定,80,"16,094元/平"
铂悦818 ,2室2厅,59.14平米,南,精装,中楼层(共13层),嘉定,120,"20,291元/平"
合景峰汇(嘉定) ,2室1厅,50.83平米,北,精装,20层,嘉定,95,"18,690元/平"
合景理想家 ,1室1厅,43.94平米,北,精装,高楼层(共9层),嘉定,90,"20,483元/平"
光明D9空间 ,2室2厅,43.3平米,北,精装,中楼层(共13层),嘉定,145,"33,488元/平"
合景理想家 ,2室2厅,46.06平米,北,毛坯,高楼层(共9层),嘉定,100,"21,711元/平"
深城投十一街区 ,4室2厅,104平米,南,精装,中楼层(共17层),嘉定,320,"30,770元/平"
威隆大厦 ,1室1厅,35.44平米,北,精装,高楼层(共17层),嘉定,120,"33,861元/平"
外冈景苑 ,2室2厅,82.25平米,南 北,毛坯,低楼层(共18层),嘉定,175,"21,277元/平"
嘉隆国际广场 ,2室2厅,49平米,南,精装,低楼层(共18层),嘉定,74,"15,103元/平"
日月光伯爵公馆 ,1室1厅,47.26平米,西南,简装,低楼层(共27层),嘉定,100,"21,160元/平"
MAX未来 ,2室0厅,57平米,南,其他,低楼层(共9层),嘉定,168,"29,474元/平"
合景理想家 ,2室1厅,78平米,东南,精装,高楼层(共9层),嘉定,170,"21,795元/平"
阳光葡提公馆 ,2室2厅,53.28平米,南,精装,中楼层(共10层),嘉定,125,"23,461元/平"
世盟壹天地 ,1室1厅,56.83平米,西北,精装,高楼层(共15层),嘉定,165,"29,034元/平"
崇文路1855号 ,2室1厅,61平米,南,精装,11层,嘉定,108,"17,705元/平"
龙湖蔚澜香醍 ,1室1厅,59平米,西,精装,31层,嘉定,105,"17,797元/平"
嘉隆国际广场 ,2室2厅,55.18平米,西,精装,高楼层(共17层),嘉定,82,"14,861元/平"
新城金郡（商住） ,2室2厅,49平米,南,精装,高楼层(共17层),嘉定,115,"23,470元/平"
龙湖蔚澜香醍 ,1室1厅,59平米,西,精装,31层,嘉定,105,"17,797元/平"
方舟时代广场 ,3室1厅,59.27平米,暂无数据,其他,高楼层(共16层),嘉定,120,"20,247元/平"
保利梧桐语(商业类) ,1室2厅,92.97平米,南,其他,低楼层(共13层),嘉定,130,"13,984元/平"
方舟时代广场 ,2室2厅,59.84平米,南 北,其他,中楼层(共16层),嘉定,130,"21,725元/平"
新城金郡（商住） ,2室2厅,51.18平米,西 北,简装,中楼层(共17层),嘉定,120,"23,447元/平"
底特律财富天地 ,2室1厅,60.38平米,西北,简装,高楼层(共24层),嘉定,105,"17,390元/平"
尚都国际酒店公寓 ,2室1厅,51.2平米,东 西,其他,低楼层(共15层),嘉定,100,"19,532元/平"
江桥老街生活大院 ,1室1厅,58.29平米,东,简装,中楼层(共11层),嘉定,141,"24,190元/平"
永和生活广场 ,2室1厅,81.84平米,东 南,其他,中楼层(共11层),嘉定,160,"19,551元/平"
小囡桥小区 ,2室1厅,72.23平米,南,简装,低楼层(共6层),嘉定,215,"29,767元/平"
外冈景苑 ,3室2厅,120.78平米,南,简装,低楼层(共18层),嘉定,233,"19,292元/平"
连飞虹湖天地 ,3室2厅,101平米,南,其他,高楼层(共17层),嘉定,266,"26,337元/平"
万立城(商业类) ,2室1厅,38平米,北,其他,高楼层(共19层),嘉定,88,"23,158元/平"
MAX未来 ,2室2厅,35.01平米,东 北,精装,中楼层(共8层),嘉定,135,"38,561元/平"
绿地卡米公社 ,2室1厅,56.56平米,南,精装,中楼层(共16层),嘉定,150,"26,521元/平"
晶鼎大厦 ,2室2厅,50.55平米,北,其他,中楼层(共17层),嘉定,125,"24,728元/平"
李园一村 ,2室1厅,68.68平米,南 北,简装,高楼层(共6层),嘉定,210,"30,577元/平"
光明D9空间 ,2室2厅,50平米,北,其他,低楼层(共13层),嘉定,160,"32,000元/平"
汇豪新天地 ,2室1厅,54.58平米,北,其他,中楼层(共13层),嘉定,115,"21,070元/平"
李园一村 ,2室1厅,57.17平米,西,简装,中楼层(共6层),嘉定,175,"30,611元/平"
真新商务楼 ,1室1厅,75.38平米,南,简装,中楼层(共8层),嘉定,120,"15,920元/平"
宝菊清水园 ,2室2厅,94.49平米,南,简装,中楼层(共21层),嘉定,350,"37,041元/平"
新华悦都 ,2室1厅,68平米,东,其他,高楼层(共13层),嘉定,198,"29,118元/平"
东方豪园 ,1室1厅,38.67平米,南,毛坯,高楼层(共8层),嘉定,115,"29,739元/平"
外冈景苑 ,2室1厅,82.93平米,南,精装,中楼层(共18层),嘉定,180,"21,706元/平"
金帝城市岸泊(公寓) ,3室2厅,102.95平米,南 北,简装,高楼层(共6层),嘉定,499,"48,471元/平"
恒嘉花园 ,3室2厅,105.18平米,南 北,毛坯,高楼层(共7层),嘉定,420,"39,932元/平"
绿地新江桥城二期 ,3室2厅,121.47平米,南 北,精装,高楼层(共15层),嘉定,630,"51,865元/平"
外冈景苑 ,1室1厅,62平米,南,简装,中楼层(共18层),嘉定,133,"21,452元/平"
外冈景苑 ,2室1厅,82.93平米,南,精装,中楼层(共18层),嘉定,180,"21,706元/平"
中星海兰苑 ,2室2厅,99.56平米,南 北,简装,低楼层(共9层),嘉定,505,"50,724元/平"
绿地新江桥城二期 ,3室2厅,121.47平米,南 北,精装,高楼层(共15层),嘉定,630,"51,865元/平"
泰宸新苑 ,3室2厅,109.37平米,南,精装,高楼层(共6层),嘉定,770,"70,404元/平"
丰庄一村 ,3室1厅,83.38平米,南 北,简装,高楼层(共6层),嘉定,470,"56,369元/平"
华润中央公园二期(陈翔公路1588弄) ,2室2厅,83.31平米,南,精装,高楼层(共21层),嘉定,630,"75,622元/平"
泰宸新苑 ,2室2厅,89.69平米,南,精装,中楼层(共5层),嘉定,630,"70,242元/平"
丰庄十二街坊 ,2室1厅,54.24平米,南,简装,高楼层(共6层),嘉定,310,"57,154元/平"
骏丰玲珑坊 ,2室2厅,83.05平米,南 北,精装,26层,嘉定,455,"54,787元/平"
新城金郡（商住） ,2室1厅,53.5平米,南,精装,低楼层(共21层),嘉定,125,"23,365元/平"
红土天阶 ,2室1厅,47.15平米,南,精装,中楼层(共19层),嘉定,120,"25,451元/平"
利金国际 ,1室0厅,45.71平米,北,精装,中楼层(共26层),嘉定,135,"29,535元/平"
合景峰汇(嘉定) ,2室2厅,51.15平米,北,精装,20层,嘉定,110,"21,506元/平"
光明D9空间 ,2室1厅,44.38平米,北,精装,中楼层(共13层),嘉定,150,"33,800元/平"
上影广场二期(商业类) ,2室1厅,58.13平米,南,精装,高楼层(共13层),嘉定,128,"22,020元/平"
合景峰汇(嘉定) ,2室2厅,47.81平米,北,精装,20层,嘉定,120,"25,100元/平"
江桥万达广场(嘉定) ,2室1厅,43.08平米,北,简装,中楼层(共9层),嘉定,145,"33,659元/平"
万立城(商业类) ,2室1厅,41.95平米,南,精装,中楼层(共19层),嘉定,99,"23,600元/平"
旭辉U天地(商业类) ,2室1厅,48.72平米,南,其他,低楼层(共12层),嘉定,142,"29,147元/平"
底特律财富天地 ,3室2厅,62.86平米,南,其他,高楼层(共24层),嘉定,155,"24,658元/平"
骏丰玲珑坊 ,1室1厅,38.62平米,南,其他,5层,嘉定,110,"28,483元/平"
中童巴比尼 ,2室1厅,75.79平米,南,其他,中楼层(共21层),嘉定,220,"29,028元/平"
左岸香堤(商业类) ,2室1厅,48.58平米,南,精装,低楼层(共12层),嘉定,122,"25,114元/平"
东方豪园 ,1室0厅,43.72平米,南,精装,中楼层(共8层),嘉定,120,"27,448元/平"
海伦堡爱ME城市 ,1室1厅,60.47平米,南,精装,中楼层(共31层),嘉定,128,"21,168元/平"
嘉隆国际广场 ,2室1厅,49.08平米,南,简装,高楼层(共18层),嘉定,76,"15,485元/平"
合景峰汇(嘉定) ,2室1厅,42.72平米,西,精装,16层,嘉定,90,"21,068元/平"
嘉隆国际广场 ,2室1厅,68平米,南,精装,高楼层(共18层),嘉定,120,"17,648元/平"
合景峰汇(嘉定) ,2室1厅,42.89平米,西南 西,精装,16层,嘉定,90,"20,984元/平"
好世商业广场 ,2室2厅,53.68平米,东,精装,18层,嘉定,142,"26,454元/平"
嘉隆国际广场 ,3室1厅,66.1平米,北,精装,低楼层(共18层),嘉定,120,"18,155元/平"
创融嘉天地(公寓) ,1室1厅,35.24平米,北,精装,20层,嘉定,105,"29,796元/平"
底特律财富天地 ,1室1厅,62.86平米,南,简装,中楼层(共24层),嘉定,130,"20,681元/平"
龙湖蔚澜香醍 ,1室1厅,60.91平米,东,精装,31层,嘉定,115,"18,881元/平"
合景峰汇(嘉定) ,2室1厅,42.89平米,西,简装,16层,嘉定,100,"23,316元/平"
嘉宝新园 ,3室2厅,121.08平米,南 北,精装,中楼层(共6层),嘉定,600,"49,555元/平"
柳梁路55弄 ,1室1厅,53平米,南,其他,高楼层(共18层),嘉定,120,"22,642元/平"
中冶祥腾城市广场 ,1室1厅,31.61平米,北,简装,高楼层(共18层),嘉定,108,"34,167元/平"
东方豪园 ,2室1厅,39.23平米,北,其他,高楼层(共8层),嘉定,98,"24,981元/平"
江桥万达广场(嘉定) ,1室0厅,116.72平米,南,简装,中楼层(共12层),嘉定,210,"17,992元/平"
连飞虹湖天地 ,3室2厅,101.24平米,南,精装,中楼层(共17层),嘉定,220,"21,731元/平"
江桥老街生活大院 ,1室1厅,58.29平米,西南,简装,中楼层(共11层),嘉定,135,"23,161元/平"
崇文路1855号 ,3室2厅,113.66平米,西,简装,11层,嘉定,170,"14,957元/平"
合景峰汇(嘉定) ,2室1厅,47.81平米,北,毛坯,20层,嘉定,94,"19,662元/平"
崇福路 ,1室1厅,50平米,南,毛坯,低楼层(共1层),嘉定,245,"49,000元/平"
日月光伯爵公馆 ,1室1厅,55.27平米,南,精装,高楼层(共27层),嘉定,115,"20,807元/平"
中茂世纪财富广场 ,2室2厅,51.77平米,南,精装,中楼层(共17层),嘉定,84,"16,226元/平"
好世商业广场 ,1室1厅,49.96平米,西,简装,18层,嘉定,130,"26,021元/平"
旭辉华庭 ,1室0厅,26.1平米,东,精装,中楼层(共10层),嘉定,63,"24,138元/平"
金地格林世界格林公馆(酒店式公寓) ,1室2厅,60.97平米,东,精装,高楼层(共12层),嘉定,168,"27,555元/平"
尚都国际酒店公寓 ,1室1厅,54.95平米,南,精装,高楼层(共23层),嘉定,75,"13,649元/平"
创融嘉天地(公寓) ,2室1厅,40.4平米,东,精装,20层,嘉定,115,"28,466元/平"
江桥万达广场(嘉定) ,1室1厅,54.32平米,南,简装,中楼层(共12层),嘉定,140,"25,774元/平"
江桥万达广场(嘉定) ,1室1厅,54.61平米,南,简装,中楼层(共12层),嘉定,140,"25,637元/平"
底特律财富天地 ,3室1厅,59.62平米,北,精装,低楼层(共24层),嘉定,125,"20,967元/平"
世盟壹天地 ,1室0厅,29.59平米,东,其他,中楼层(共16层),嘉定,88,"29,740元/平"
中冶祥腾城市广场 ,2室1厅,45.53平米,南 西南,其他,中楼层(共18层),嘉定,143,"31,408元/平"
尚都国际酒店公寓 ,1室0厅,54.95平米,北,其他,中楼层(共23层),嘉定,78,"14,195元/平"
通用国际 ,1室1厅,44.37平米,北,其他,中楼层(共7层),嘉定,102,"22,989元/平"
新城尚上城（商住） ,2室1厅,56平米,东南,简装,高楼层(共13层),嘉定,115,"20,536元/平"
万城银座 ,1室1厅,78平米,南,其他,中楼层(共12层),嘉定,215,"27,565元/平"
金地格林世界格林公馆(酒店式公寓) ,1室1厅,61.33平米,东,精装,中楼层(共12层),嘉定,180,"29,350元/平"
左岸香堤(商业类) ,2室2厅,51.39平米,南,其他,低楼层(共12层),嘉定,125,"24,324元/平"
